"Marka","Model","Generacja","Wersja","TypSilnika","MocSilnika","RodzajNapedu","Cena2023","Cena2022","Cena2021","Silnik","PojemnoscSilnika","SrednieSpalanieZuzycie","RodzajSkrzyni","RokRozpoczeciaProdukcji","RokZakonczeniaProdukcji"
"Audi","A1","I","Sportback 5d Facelifting","benzynowy",125,"na przednią oś",145000,72400,83350,"1.4 TFSI 125KM 92kW 2015-2018",1.4,5.1,"manualna","2015","2018"
"Audi","A1","I","Sportback 5d Facelifting","benzynowy",150,"na przednią oś",145000,72400,83350,"1.4 TFSI CoD 150KM 110kW 2015-2018",1.4,4.7,"manualna","2015","2018"
"Audi","A1","I","Sportback 5d Facelifting","benzynowy",192,"na przednią oś",145000,72400,83350,"1.8 TFSI 192KM 141kW 2015-2018",1.8,5.6,"automatyczna","2015","2018"
"Audi","A1","I","Sportback 5d Facelifting","diesel",90,"na przednią oś",145000,72400,83350,"1.4 TDI ultra 90KM 66kW 2015-2018",1.4,3.4,"manualna","2015","2018"
"Audi","A1","I","Sportback 5d Facelifting","diesel",116,"na przednią oś",145000,72400,83350,"1.6 TDI 116KM 85kW 2015-2018",1.6,3.5,"manualna","2015","2018"
"Audi","A1","I","S1 Hatchback 3d","benzynowy",231,"4x4",145000,72400,83350,"2.0 TFSI 231KM 170kW 2014-2015",2,7,"manualna","2014","2015"
"Audi","A1","I","S1 Sportback","benzynowy",231,"4x4",145000,72400,83350,"2.0 TFSI 231KM 170kW 2014-2018",2,7.1,"manualna","2014","2018"
"Audi","A1","I","Sportback 5d","benzynowy",86,"na przednią oś",145000,72400,83350,"1.2 TFSI 86KM 63kW 2011-2015",1.2,5.1,"manualna","2011","2015"
"Audi","A1","I","Sportback 5d","benzynowy",122,"na przednią oś",145000,72400,83350,"1.4 TFSI 122KM 90kW 2011-2015",1.4,5.3,"manualna","2011","2015"
"Audi","A1","I","Sportback 5d","benzynowy",185,"na przednią oś",145000,72400,83350,"1.4 TFSI 185KM 136kW 2011-2015",1.4,5.9,"automatyczna","2011","2015"
"Audi","A1","I","Sportback 5d","benzynowy",140,"na przednią oś",145000,72400,83350,"1.4 TFSI CoD 140KM 103kW 2013-2015",1.4,4.9,"manualna","2013","2015"
"Audi","A1","I","Sportback 5d","diesel",105,"na przednią oś",145000,72400,83350,"1.6 TDI 105KM 77kW 2011-2015",1.6,3.9,"manualna","2011","2015"
"Audi","A1","I","Sportback 5d","diesel",90,"na tylną oś",145000,72400,83350,"1.6 TDI 90KM 66kW 2011-2015",1.6,3.8,"manualna","2011","2015"
"Audi","A1","I","Sportback 5d","diesel",143,"na przednią oś",145000,72400,83350,"2.0 TDI 143KM 105kW 2013-2015",2,4.1,"manualna","2013","2015"
"Audi","A1","I","Hatchback 3d","benzynowy",86,"na przednią oś",145000,72400,83350,"1.2 TFSI 86KM 63kW 2010-2015",1.2,5.1,"manualna","2010","2015"
"Audi","A1","I","Hatchback 3d","benzynowy",122,"na przednią oś",145000,72400,83350,"1.4 TFSI 122KM 90kW 2010-2015",1.4,5.3,"manualna","2010","2015"
"Audi","A1","I","Hatchback 3d","benzynowy",185,"na przednią oś",145000,72400,83350,"1.4 TFSI 185KM 136kW 2011-2015",1.4,5.9,"automatyczna","2011","2015"
"Audi","A1","I","Hatchback 3d","benzynowy",122,"na przednią oś",145000,72400,83350,"1.4 TFSI 119g 122KM 90kW 2012-2015",1.4,5.2,"automatyczna","2012","2015"
"Audi","A1","I","Hatchback 3d","benzynowy",140,"na przednią oś",145000,72400,83350,"1.4 TFSI CoD 140KM 103kW 2013-2015",1.4,4.7,"manualna","2013","2015"
"Audi","A1","I","Hatchback 3d","diesel",105,"na przednią oś",145000,72400,83350,"1.6 TDI 105KM 77kW 2010-2015",1.6,3.9,"manualna","2010","2015"
"Audi","A1","I","Hatchback 3d","diesel",90,"na przednią oś",145000,72400,83350,"1.6 TDI 90KM 66kW 2011-2015",1.6,3.8,"manualna","2011","2015"
"Audi","A1","I","Hatchback 3d","diesel",143,"na przednią oś",145000,72400,83350,"2.0 TDI 143KM 105kW 2013-2015",2,4.1,"manualna","2013","2015"
"Audi","A3","8Y","Allstreet","benzynowy",150,"na przednią oś",149000,120000,159500,"1.5 35 TFSI 150KM 110kW od 2024",1.5,5.4,"automatyczna","2024","2025"
"Audi","A3","8Y","Allstreet","diesel",150,"na przednią oś",149000,120000,159500,"2.0 35 TDI 150KM 110kW od 2024",2,5.4,"automatyczna","2024","2025"
"Audi","A3","8Y","Sportback Facelifting","benzynowy",116,"na przednią oś",149000,120000,159500,"1.5 30 TFSI 116KM 85kW od 2024",1.5,5.8,"manualna","2024","2025"
"Audi","A3","8Y","Sportback Facelifting","benzynowy",150,"na przednią oś",149000,120000,159500,"1.5 35 TFSI 150KM 110kW od 2024",1.5,6.4,"automatyczna","2024","2025"
"Audi","A3","8Y","Sportback Facelifting","diesel",150,"na przednią oś",149000,120000,159500,"2.0 35 TDI 150KM 110kW od 2024",2,3.9,"automatyczna","2024","2025"
"Audi","A3","8Y","Limousine Facelifting","benzynowy",116,"na przednią oś",149000,120000,159500,"1.5 30 TFSI 116KM 85kW od 2024",1.5,5.8,"manualna","2024","2025"
"Audi","A3","8Y","Limousine Facelifting","benzynowy",150,"na przednią oś",149000,120000,159500,"1.5 35 TFSI 150KM 110kW od 2024",1.5,6.1,"automatyczna","2024","2025"
"Audi","A3","8Y","Limousine Facelifting","diesel",150,"na przednią oś",149000,120000,159500,"2.0 35 TDI 150KM 110kW od 2024",2,5,"automatyczna","2024","2025"
"Audi","A3","8Y","RS Sportback","benzynowy",400,"4x4",149000,120000,159500,"2.5 TFSI 400KM 294kW od 2021",2.5,9.5,"automatyczna","2021","2025"
"Audi","A3","8Y","RS Limousine","benzynowy",400,"4x4",149000,120000,159500,"2.5 TFSI 400KM 294kW od 2021",2.5,8.9,"automatyczna","2021","2025"
"Audi","A3","8Y","Sportback-e","hybrydowy plug-in",245,"na przednią oś",149000,120000,159500,"1.4 TFSI-e 245KM 180kW od 2021",1.4,1.3,"automatyczna","2021","2025"
"Audi","A3","8Y","Limousine","benzynowy",110,"na przednią oś",149000,120000,159500,"1.0 30 TFSI 110KM 81kW 2020-2024",1,5.8,"manualna","2020","2024"
"Audi","A3","8Y","Limousine","benzynowy",150,"na przednią oś",149000,120000,159500,"1.5 35 TFSI 150KM 110kW 2020-2024",1.5,6.3,"manualna","2020","2024"
"Audi","A3","8Y","Limousine","benzynowy",190,"4x4",149000,120000,159500,"2.0 40 TFSI 190KM 140kW 2021-2024",2,5,"automatyczna","2021","2024"
"Audi","A3","8Y","Limousine","diesel",116,"na przednią oś",149000,120000,159500,"2.0 30 TDI 116KM 85kW 2020-2024",2,4.6,"manualna","2020","2024"
"Audi","A3","8Y","Limousine","diesel",150,"na przednią oś",149000,120000,159500,"2.0 35 TDI 150KM 110kW 2020-2024",2,5,"automatyczna","2020","2024"
"Audi","A3","8Y","S3 Sportback","benzynowy",310,"4x4",149000,120000,159500,"2.0 TFSI 310KM 228kW od 2020",2,8.3,"automatyczna","2020","2025"
"Audi","A3","8Y","S3 Limousine","benzynowy",310,"4x4",149000,120000,159500,"2.0 TFSI 310KM 228kW od 2020",2,8,"automatyczna","2020","2025"
"Audi","A3","8Y","Sportback","benzynowy",110,"na przednią oś",149000,120000,159500,"1.0 30 TFSI 110KM 81kW 2020-2024",1,4.6,"manualna","2020","2024"
"Audi","A3","8Y","Sportback","benzynowy",150,"na przednią oś",149000,120000,159500,"1.5 35 TFSI 150KM 110kW 2020-2024",1.5,5.1,"manualna","2020","2024"
"Audi","A3","8Y","Sportback","benzynowy",190,"4x4",149000,120000,159500,"2.0 40 TFSI 190KM 140kW 2021-2024",2,5.1,"automatyczna","2021","2024"
"Audi","A3","8Y","Sportback","diesel",116,"na przednią oś",149000,120000,159500,"2.0 30 TDI 116KM 85kW 2020-2024",2,3.6,"manualna","2020","2024"
"Audi","A3","8Y","Sportback","diesel",150,"na przednią oś",149000,120000,159500,"2.0 35 TDI 150KM 110kW 2020-2024",2,3.9,"automatyczna","2020","2024"
"Audi","A3","8V","RS3 Sportback Facelifting","benzynowy",400,"4x4",149000,120000,159500,"2.5 TFSI 400KM 294kW 2017-2020",2.5,8.3,"automatyczna","2017","2020"
"Audi","A3","8V","RS3 Limousine Facelifting","benzynowy",400,"4x4",149000,120000,159500,"2.5 TFSI 400KM 294kW 2017-2020",2.5,8.3,"automatyczna","2017","2020"
"Audi","A3","8V","Sportback 5d Facelifting","benzynowy",115,"na przednią oś",149000,120000,159500,"1.0 TFSI 115KM 85kW 2016-2018",1,4.5,"manualna","2016","2018"
"Audi","A3","8V","Sportback 5d Facelifting","benzynowy",150,"na przednią oś",149000,120000,159500,"1.4 TFSI COD Ultra 150KM 110kW 2016-2017",1.4,4.6,"manualna","2016","2017"
"Audi","A3","8V","Sportback 5d Facelifting","benzynowy",150,"na przednią oś",149000,120000,159500,"1.5 35 TFSI 150KM 110kW 2018-2020",1.5,5.5,"manualna","2018","2020"
"Audi","A3","8V","Sportback 5d Facelifting","benzynowy",150,"na przednią oś",149000,120000,159500,"1.5 TFSI 150KM 110kW 2017-2018",1.5,5.1,"manualna","2017","2018"
"Audi","A3","8V","Sportback 5d Facelifting","benzynowy",190,"4x4",149000,120000,159500,"2.0 40 TFSI 190KM 140kW 2019-2020",2,7.9,"automatyczna","2019","2020"
"Audi","A3","8V","Sportback 5d Facelifting","diesel",150,"na przednią oś",149000,120000,159500,"2.0 35 TDI 150KM 110kW 2018-2020",2,4.6,"automatyczna","2018","2020"
"Audi","A3","8V","Sportback 5d Facelifting","diesel",150,"na przednią oś",149000,120000,159500,"2.0 TDI 150KM 110kW 2016-2018",2,4.2,"manualna","2016","2018"
"Audi","A3","8V","Sportback E-Tron 5d Facelifting","benzynowy",204,"na przednią oś",149000,120000,159500,"1.4 TFSI 204KM 150kW 2016-2020",1.4,1.6,"automatyczna","2016","2020"
"Audi","A3","8V","Limousine Facelifting","benzynowy",115,"na przednią oś",149000,120000,159500,"1.0 TFSI 115KM 85kW 2016-2018",1,4.5,"manualna","2016","2018"
"Audi","A3","8V","Limousine Facelifting","benzynowy",150,"na przednią oś",149000,120000,159500,"1.4 TFSI COD Ultra 150KM 110kW 2016-2017",1.4,4.8,"manualna","2016","2017"
"Audi","A3","8V","Limousine Facelifting","benzynowy",150,"na przednią oś",149000,120000,159500,"1.5 35 TFSI 150KM 110kW 2018-2020",1.5,5.5,"manualna","2018","2020"
"Audi","A3","8V","Limousine Facelifting","benzynowy",150,"na przednią oś",149000,120000,159500,"1.5 TFSI 150KM 110kW 2017-2018",1.5,5,"manualna","2017","2018"
"Audi","A3","8V","Limousine Facelifting","benzynowy",190,"4x4",149000,120000,159500,"2.0 40 TFSI 190KM 140kW 2019-2020",2,7.7,"automatyczna","2019","2020"
"Audi","A3","8V","Limousine Facelifting","diesel",150,"na przednią oś",149000,120000,159500,"2.0 35 TDI 150KM 110kW 2018-2020",2,4.5,"automatyczna","2018","2020"
"Audi","A3","8V","Limousine Facelifting","diesel",150,"na przednią oś",149000,120000,159500,"2.0 TDI 150KM 110kW 2016-2018",2,4.2,"manualna","2016","2018"
"Audi","A3","8V","S3 Sportback 5d Facelifting","benzynowy",310,"4x4",149000,120000,159500,"2.0 TFSI 310KM 228kW 2016-2018",2,7.1,"manualna","2016","2018"
"Audi","A3","8V","S3 Sportback 5d Facelifting","benzynowy",300,"4x4",149000,120000,159500,"2.0 TFSI 300KM 221kW 2018-2020",2,7,"automatyczna","2018","2020"
"Audi","A3","8V","S3 Limousine Facelifting","benzynowy",310,"4x4",149000,120000,159500,"2.0 TFSI 310KM 228kW 2016-2018",2,7.1,"manualna","2016","2018"
"Audi","A3","8V","S3 Limousine Facelifting","benzynowy",300,"4x4",149000,120000,159500,"2.0 TFSI 300KM 221kW 2018-2020",2,6.9,"automatyczna","2018","2020"
"Audi","A3","8V","RS 3 Sportback","benzynowy",367,"4x4",149000,120000,159500,"2.5 TFSI 367KM 270kW 2015-2016",2.5,NA,"automatyczna","2015","2016"
"Audi","A3","8V","S3 Cabriolet","benzynowy",300,"4x4",149000,120000,159500,"2.0 TFSI 300KM 221kW 2014-2016",2,7.1,"automatyczna","2014","2016"
"Audi","A3","8V","Cabriolet","benzynowy",125,"na przednią oś",149000,120000,159500,"1.4 TFSI 125KM 92kW 2014-2016",1.4,5.3,"manualna","2014","2016"
"Audi","A3","8V","Cabriolet","benzynowy",150,"na przednią oś",149000,120000,159500,"1.4 TFSI CoD ultra 150KM 110kW 2014-2016",1.4,4.9,"manualna","2014","2016"
"Audi","A3","8V","Cabriolet","benzynowy",180,"na przednią oś",149000,120000,159500,"1.8 TFSI 180KM 132kW 2014-2016",1.8,6,"manualna","2014","2016"
"Audi","A3","8V","Cabriolet","diesel",110,"na przednią oś",149000,120000,159500,"1.6 TDI clean diesel 110KM 81kW 2014-2016",1.6,3.9,"manualna","2014","2016"
"Audi","A3","8V","Cabriolet","diesel",150,"na przednią oś",149000,120000,159500,"2.0 TDI clean diesel 150KM 110kW 2014-2016",2,4.2,"manualna","2014","2016"
"Audi","A3","8V","Cabriolet","diesel",184,"na przednią oś",149000,120000,159500,"2.0 TDI clean diesel 184KM 135kW 2014-2016",2,4.3,"manualna","2014","2016"
"Audi","A3","8V","Sportback e-tron","benzynowy",204,"na przednią oś",149000,120000,159500,"1.4 TFSI e-tron 204KM 150kW 2014-2016",1.4,1.5,"automatyczna","2014","2016"
"Audi","A3","8V","S3 Sportback","benzynowy",300,"4x4",149000,120000,159500,"2.0 TFSI 300KM 221kW 2013-2016",2,NA,"manualna","2013","2016"
"Audi","A3","8V","Sportback 5d","benzynowy",105,"na przednią oś",149000,120000,159500,"1.2 TFSI 105KM 77kW 2013-2014",1.2,4.9,"manualna","2013","2014"
"Audi","A3","8V","Sportback 5d","benzynowy",110,"na przednią oś",149000,120000,159500,"1.2 TFSI 110KM 81kW 2014-2016",1.2,4.9,"manualna","2014","2016"
"Audi","A3","8V","Sportback 5d","benzynowy",110,"na przednią oś",149000,120000,159500,"1.4 TCNG 110KM 81kW 2013-2014",1.4,NA,"manualna","2013","2014"
"Audi","A3","8V","Sportback 5d","benzynowy",122,"na przednią oś",149000,120000,159500,"1.4 TFSI 122KM 90kW 2013-2014",1.4,5.3,"manualna","2013","2014"
"Audi","A3","8V","Sportback 5d","benzynowy",140,"na przednią oś",149000,120000,159500,"1.4 TFSI 140KM 103kW 2013-2016",1.4,4.8,"manualna","2013","2016"
"Audi","A3","8V","Sportback 5d","benzynowy",125,"na przednią oś",149000,120000,159500,"1.4 TFSI 125KM 92kW 2014-2016",1.4,5.1,"manualna","2014","2016"
"Audi","A3","8V","Sportback 5d","benzynowy",140,"na przednią oś",149000,120000,159500,"1.4 TFSI CoD 140KM 103kW 2013-2014",1.4,4.8,"manualna","2013","2014"
"Audi","A3","8V","Sportback 5d","benzynowy",150,"na przednią oś",149000,120000,159500,"1.4 TFSI CoD ultra 150KM 110kW 2014-2016",1.4,4.7,"manualna","2014","2016"
"Audi","A3","8V","Sportback 5d","benzynowy",110,"na przednią oś",149000,120000,159500,"1.4 TFSI g-tron 110KM 81kW 2014-2016",1.4,5.2,"manualna","2014","2016"
"Audi","A3","8V","Sportback 5d","benzynowy",180,"na przednią oś",149000,120000,159500,"1.8 TFSI 180KM 132kW 2013-2016",1.8,5.8,"manualna","2013","2016"
"Audi","A3","8V","Sportback 5d","diesel",105,"na przednią oś",149000,120000,159500,"1.6 TDI 105KM 77kW 2013-2014",1.6,3.8,"manualna","2013","2014"
"Audi","A3","8V","Sportback 5d","diesel",110,"na przednią oś",149000,120000,159500,"1.6 TDI clean diesel 110KM 81kW 2014-2016",1.6,3.8,"manualna","2014","2016"
"Audi","A3","8V","Sportback 5d","diesel",110,"na przednią oś",149000,120000,159500,"1.6 TDI ultra 110KM 81kW 2014-2016",1.6,3.3,"manualna","2014","2016"
"Audi","A3","8V","Sportback 5d","diesel",150,"na przednią oś",149000,120000,159500,"2.0 TDI 150KM 110kW 2013-2014",2,4.2,"manualna","2013","2014"
"Audi","A3","8V","Sportback 5d","diesel",184,"na przednią oś",149000,120000,159500,"2.0 TDI 184KM 135kW 2013-2014",2,4.2,"manualna","2013","2014"
"Audi","A3","8V","Sportback 5d","diesel",150,"na przednią oś",149000,120000,159500,"2.0 TDI clean diesel 150KM 110kW 2014-2016",2,4.1,"manualna","2014","2016"
"Audi","A3","8V","Sportback 5d","diesel",184,"na przednią oś",149000,120000,159500,"2.0 TDI clean diesel 184KM 135kW 2014-2016",2,4.2,"manualna","2014","2016"
"Audi","A3","8V","S3","benzynowy",300,"4x4",149000,120000,159500,"2.0 TFSI 300KM 221kW 2013-2016",2,7,"manualna","2013","2016"
"Audi","A3","8V","S3 Limousine","benzynowy",300,"4x4",149000,120000,159500,"2.0 TFSI 300KM 221kW 2013-2016",2,7,"manualna","2013","2016"
"Audi","A3","8V","Limousine","benzynowy",125,"na przednią oś",149000,120000,159500,"1.4 TFSI 125KM 92kW 2013-2016",1.4,5.1,"manualna","2013","2016"
"Audi","A3","8V","Limousine","benzynowy",140,"na przednią oś",149000,120000,159500,"1.4 TFSI CoD 140KM 103kW 2013-2016",1.4,4.8,"manualna","2013","2016"
"Audi","A3","8V","Limousine","benzynowy",150,"na przednią oś",149000,120000,159500,"1.4 TFSI CoD ultra 150KM 110kW 2014-2016",1.4,4.7,"manualna","2014","2016"
"Audi","A3","8V","Limousine","benzynowy",180,"na przednią oś",149000,120000,159500,"1.8 TFSI 180KM 132kW 2013-2016",1.8,5.8,"manualna","2013","2016"
"Audi","A3","8V","Limousine","benzynowy",300,"4x4",149000,120000,159500,"2.0 TFSI 300KM 221kW 2014-2016",2,7,"manualna","2014","2016"
"Audi","A3","8V","Limousine","benzynowy",223,"4x4",149000,120000,159500,"2.0T 223KM 164kW 2015-2016",2,5.8,"manualna","2015","2016"
"Audi","A3","8V","Limousine","diesel",105,"na przednią oś",149000,120000,159500,"1.6 TDI 105KM 77kW 2014-2016",1.6,3.8,"manualna","2014","2016"
"Audi","A3","8V","Limousine","diesel",110,"na przednią oś",149000,120000,159500,"1.6 TDI clean diesel 110KM 81kW 2014-2016",1.6,3.8,"manualna","2014","2016"
"Audi","A3","8V","Limousine","diesel",150,"na przednią oś",149000,120000,159500,"2.0 TDI 150KM 110kW 2013-2016",2,4.1,"manualna","2013","2016"
"Audi","A3","8V","Limousine","diesel",150,"na przednią oś",149000,120000,159500,"2.0 TDI clean diesel 150KM 110kW 2014-2016",2,4,"manualna","2014","2016"
"Audi","A3","8V","Limousine","diesel",184,"na przednią oś",149000,120000,159500,"2.0 TDI clean diesel 184KM 135kW 2014-2016",2,4.2,"manualna","2014","2016"
"Audi","A3","8V","Hatchback 3d","benzynowy",105,"na przednią oś",149000,120000,159500,"1.2 TFSI 105KM 77kW 2013-2014",1.2,4.9,"manualna","2013","2014"
"Audi","A3","8V","Hatchback 3d","benzynowy",110,"na przednią oś",149000,120000,159500,"1.2 TFSI 110KM 81kW 2014-2016",1.2,4.9,"manualna","2014","2016"
"Audi","A3","8V","Hatchback 3d","benzynowy",122,"na przednią oś",149000,120000,159500,"1.4 TFSI 122KM 90kW 2012-2014",1.4,5.2,"manualna","2012","2014"
"Audi","A3","8V","Hatchback 3d","benzynowy",125,"na przednią oś",149000,120000,159500,"1.4 TFSI 125KM 92kW 2014-2016",1.4,5.1,"manualna","2014","2016"
"Audi","A3","8V","Hatchback 3d","benzynowy",140,"na przednią oś",149000,120000,159500,"1.4 TFSI CoD 140KM 103kW 2013-2014",1.4,4.7,"manualna","2013","2014"
"Audi","A3","8V","Hatchback 3d","benzynowy",150,"na przednią oś",149000,120000,159500,"1.4 TFSI CoD ultra 150KM 110kW 2014-2016",1.4,4.7,"manualna","2014","2016"
"Audi","A3","8V","Hatchback 3d","benzynowy",180,"na przednią oś",149000,120000,159500,"1.8 TFSI 180KM 132kW 2012-2014",1.8,5.8,"manualna","2012","2014"
"Audi","A3","8V","Hatchback 3d","diesel",105,"na przednią oś",149000,120000,159500,"1.6 TDI 105KM 77kW 2012-2014",1.6,3.8,"manualna","2012","2014"
"Audi","A3","8V","Hatchback 3d","diesel",110,"na przednią oś",149000,120000,159500,"1.6 TDI clean diesel 110KM 81kW 2014-2016",1.6,3.8,"manualna","2014","2016"
"Audi","A3","8V","Hatchback 3d","diesel",110,"na przednią oś",149000,120000,159500,"1.6 TDI ultra 110KM 81kW 2014-2016",1.6,3.2,"manualna","2014","2016"
"Audi","A3","8V","Hatchback 3d","diesel",150,"na przednią oś",149000,120000,159500,"2.0 TDI 150KM 110kW 2012-2014",2,4.1,"manualna","2012","2014"
"Audi","A3","8V","Hatchback 3d","diesel",184,"na przednią oś",149000,120000,159500,"2.0 TDI 184KM 135kW 2013-2014",2,4.1,"manualna","2013","2014"
"Audi","A3","8V","Hatchback 3d","diesel",150,"na przednią oś",149000,120000,159500,"2.0 TDI clean diesel 150KM 110kW 2014-2016",2,4.1,"manualna","2014","2016"
"Audi","A3","8V","Hatchback 3d","diesel",184,"na przednią oś",149000,120000,159500,"2.0 TDI clean diesel 184KM 135kW 2014-2016",2,4.1,"manualna","2014","2016"
"Audi","A3","8P","S3 Sportback","benzynowy",265,"4x4",149000,120000,159500,"2.0 TFSI 265KM 195kW 2008-2013",2,8.5,"manualna","2008","2013"
"Audi","A3","8P","S3 Sportback","benzynowy",340,"4x4",149000,120000,159500,"2.5 TFSI 340KM 250kW 2011-2013",2.5,9.1,"automatyczna","2011","2013"
"Audi","A3","8P","Cabriolet","benzynowy",105,"na przednią oś",149000,120000,159500,"1.2 TFSI 105KM 77kW 2010-2013",1.2,5.7,"manualna","2010","2013"
"Audi","A3","8P","Cabriolet","benzynowy",125,"na przednią oś",149000,120000,159500,"1.4 TFSI 125KM 92kW 2011-2013",1.4,6,"manualna","2011","2013"
"Audi","A3","8P","Cabriolet","benzynowy",102,"na przednią oś",149000,120000,159500,"1.6 102KM 75kW 2008-2010",1.6,7,"manualna","2008","2010"
"Audi","A3","8P","Cabriolet","benzynowy",160,"na przednią oś",149000,120000,159500,"1.8 TFSI 160KM 118kW 2007-2013",1.8,7.3,"manualna","2007","2013"
"Audi","A3","8P","Cabriolet","benzynowy",200,"na przednią oś",149000,120000,159500,"2.0 TFSI 200KM 147kW 2007-2013",2,7.2,"manualna","2007","2013"
"Audi","A3","8P","Cabriolet","diesel",105,"na przednią oś",149000,120000,159500,"1.6 TDI 105KM 77kW 2009-2013",1.6,4.3,"manualna","2009","2013"
"Audi","A3","8P","Cabriolet","diesel",105,"na przednią oś",149000,120000,159500,"1.9 TDI 105KM 77kW 2007-2009",1.9,5.1,"manualna","2007","2009"
"Audi","A3","8P","Cabriolet","diesel",140,"na przednią oś",149000,120000,159500,"2.0 TDI CR 140KM 103kW 2008-2013",2,5.3,"manualna","2008","2013"
"Audi","A3","8P","S3 Hatchback 3d","benzynowy",265,"4x4",149000,120000,159500,"2.0 TFSI 265KM 195kW 2006-2012",2,8.3,"automatyczna","2006","2012"
"Audi","A3","8P","Sportback","benzynowy",105,"na przednią oś",149000,120000,159500,"1.2 TFSI 105KM 77kW 2009-2013",1.2,5.5,"manualna","2009","2013"
"Audi","A3","8P","Sportback","benzynowy",125,"na przednią oś",149000,120000,159500,"1.4 TFSI 125KM 92kW 2007-2013",1.4,6,"manualna","2007","2013"
"Audi","A3","8P","Sportback","benzynowy",102,"na przednią oś",149000,120000,159500,"1.6 102KM 75kW 2004-2010",1.6,6.9,"manualna","2004","2010"
"Audi","A3","8P","Sportback","benzynowy",115,"na przednią oś",149000,120000,159500,"1.6 FSI 115KM 85kW 2004-2007",1.6,6.6,"manualna","2004","2007"
"Audi","A3","8P","Sportback","benzynowy",160,"na przednią oś",149000,120000,159500,"1.8 TFSI 160KM 118kW 2006-2013",1.8,7.4,"manualna","2006","2013"
"Audi","A3","8P","Sportback","benzynowy",150,"na przednią oś",149000,120000,159500,"2.0 FSI 150KM 110kW 2004-2007",2,6.9,"manualna","2004","2007"
"Audi","A3","8P","Sportback","benzynowy",200,"na przednią oś",149000,120000,159500,"2.0 TFSI 200KM 147kW 2004-2013",2,7.9,"manualna","2004","2013"
"Audi","A3","8P","Sportback","benzynowy",250,"4x4",149000,120000,159500,"3.2 VR6 250KM 184kW 2004-2009",3.2,10.5,"manualna","2004","2009"
"Audi","A3","8P","Sportback","diesel",90,"na przednią oś",149000,120000,159500,"1.6 TDI 90KM 66kW 2009-2013",1.6,4.5,"manualna","2009","2013"
"Audi","A3","8P","Sportback","diesel",105,"na przednią oś",149000,120000,159500,"1.6 TDI 105KM 77kW 2009-2013",1.6,4.2,"manualna","2009","2013"
"Audi","A3","8P","Sportback","diesel",105,"na przednią oś",149000,120000,159500,"1.6 TDI 102g 105KM 77kW 2010-2013",1.6,3.9,"manualna","2010","2013"
